content,aspect,t_aspect,p_aspect,t_emotion,p_emotion,aspect_attention,emotion_attention
they have a delicious banana chocolate dessert as well as a great green tea tempura,drinks,0,0,2,2,"[[0.0000705  0.00010762 0.00021836 0.06235632 0.22297716 0.40436563
  0.24575627 0.00042206 0.00004178 0.00002376 0.00000328 0.00000215
  0.00003503 0.00147631 0.06214379]]","[[0.         0.         0.00000465 0.00014759 0.9856258  0.
  0.01422194 0.         0.         0.         0.         0.
  0.         0.         0.        ]]"
they have a delicious banana chocolate dessert as well as a great green tea tempura,food,1,1,1,1,"[[0.00005381 0.00014948 0.0002672  0.25570193 0.24918164 0.1816582
  0.11221176 0.00007079 0.00000803 0.00000944 0.00000146 0.00000175
  0.0000175  0.00006205 0.20060496]]","[[0.00039887 0.00537987 0.05683659 0.00099874 0.16454653 0.42867482
  0.30770406 0.00221648 0.00151035 0.01381814 0.00239184 0.00319545
  0.00143697 0.00160919 0.00928202]]"
they have a delicious banana chocolate dessert as well as a great green tea tempura,location,0,0,2,2,"[[0.00003013 0.00007705 0.00038038 0.03714184 0.09554542 0.1724273
  0.5414442  0.03470949 0.01018179 0.00937039 0.00199429 0.00088888
  0.00154103 0.00219536 0.09207249]]","[[0.         0.00000001 0.00014322 0.00189264 0.06433999 0.16867071
  0.00000009 0.05994481 0.04792586 0.6535628  0.0003032  0.00061981
  0.00006328 0.00001711 0.00251631]]"
they have a delicious banana chocolate dessert as well as a great green tea tempura,restaurant,0,0,2,2,"[[0.00004876 0.00007388 0.00019633 0.06816287 0.17316341 0.2815844
  0.46026853 0.00403825 0.00036139 0.0002193  0.00001762 0.00000451
  0.00001676 0.0000552  0.0117888 ]]","[[0.         0.00000521 0.00025928 0.00511383 0.01482357 0.9797829
  0.         0.00000002 0.         0.00001529 0.         0.
  0.         0.         0.        ]]"
they have a delicious banana chocolate dessert as well as a great green tea tempura,service,0,0,2,2,"[[0.00412243 0.00391638 0.00408811 0.06826564 0.17019625 0.11901999
  0.29642698 0.02507145 0.00467964 0.00481059 0.00049545 0.00030164
  0.00036166 0.00181571 0.2964281 ]]","[[0.00000219 0.00000652 0.00021989 0.00503309 0.7899836  0.11924204
  0.0015849  0.00037738 0.0001862  0.00020429 0.00000373 0.00001004
  0.00000175 0.00000613 0.08313825]]"
the appetizers are also delicious,ambience,0,0,2,2,[[0.00033324 0.61841697 0.00630493 0.00501987 0.36992502]],[[0.00007205 0.99963    0.00002309 0.00002513 0.00024965]]
the appetizers are also delicious,drinks,0,0,2,2,[[0.00029163 0.9857997  0.00030993 0.00009118 0.01350761]],[[0.99220216 0.         0.00758645 0.00005089 0.00016055]]
the appetizers are also delicious,food,1,1,1,1,[[0.00026575 0.83028364 0.00070058 0.00024437 0.16850565]],[[0.03108471 0.00016921 0.58736235 0.087527   0.29385683]]
the appetizers are also delicious,location,0,0,2,2,[[0.0012652  0.8074604  0.0087746  0.00386141 0.17863835]],[[0.20868336 0.02734966 0.45294145 0.04107892 0.26994658]]
the appetizers are also delicious,restaurant,0,0,2,2,[[0.00039466 0.91194963 0.00162385 0.00043739 0.08559448]],[[0.23245457 0.         0.7273706  0.00538157 0.03479333]]
the appetizers are also delicious,service,0,0,2,2,[[0.00187454 0.8665387  0.00948626 0.00587596 0.11622455]],[[0.00186727 0.997384   0.00017448 0.00011191 0.0004623 ]]
amazing food,ambience,0,0,2,2,[[0.03725047 0.96274954]],[[0.03754296 0.962457  ]]
amazing food,drinks,0,0,2,2,[[0.01256047 0.9874395 ]],[[0.9992968  0.00070324]]
amazing food,food,1,1,1,1,[[0.00319342 0.99680656]],[[0.9923907 0.0076093]]
amazing food,location,0,0,2,2,[[0.01804613 0.98195386]],[[0.1627881 0.8372119]]
amazing food,restaurant,0,0,2,2,[[0.00634765 0.99365234]],[[0.9998047  0.00019531]]
amazing food,service,0,0,2,2,[[0.02911138 0.9708886 ]],[[0.00384505 0.99615496]]
mazing interior,ambience,1,0,-1,1,[[0.02102506 0.97897494]],[[0.99308515 0.00691484]]
mazing interior,drinks,0,0,2,2,[[0.27013704 0.729863  ]],[[0.9992207  0.00077922]]
mazing interior,food,0,0,2,2,[[0.45573717 0.5442628 ]],[[0.9513567  0.04864324]]
mazing interior,location,0,0,2,2,[[0.28787065 0.71212935]],[[0.99697185 0.0030281 ]]
mazing interior,restaurant,0,0,2,2,[[0.18713805 0.8128619 ]],[[0.9994449  0.00055504]]
mazing interior,service,0,0,2,2,[[0.44288743 0.5571126 ]],[[0.09973501 0.900265  ]]
great food,ambience,0,0,2,2,[[0.0110905 0.9889095]],[[0.05212485 0.94787514]]
great food,drinks,0,0,2,2,[[0.00393754 0.99606246]],[[0.9995198 0.0004802]]
great food,food,1,1,1,1,[[0.00040939 0.99959064]],[[0.990943   0.00905696]]
great food,location,0,0,2,2,[[0.00647846 0.9935216 ]],[[0.28014338 0.7198566 ]]
great food,restaurant,0,0,2,2,[[0.00153328 0.99846673]],[[0.9998889  0.00011113]]
great food,service,0,0,2,2,[[0.0194108 0.9805892]],[[0.00580739 0.99419254]]
"[""i've"", 'had my fair share of modern japanese and this spot delivers",ambience,0,0,2,2,"[[0.00234179 0.00092427 0.00109601 0.0029034  0.00557231 0.04653599
  0.9092233  0.00952519 0.00625227 0.00109789 0.00305927 0.01146826]]","[[0.00002117 0.00000477 0.00001232 0.0000143  0.00000516 0.00010064
  0.9936841  0.00360309 0.00004758 0.00184269 0.00051977 0.00014439]]"
"[""i've"", 'had my fair share of modern japanese and this spot delivers",drinks,0,0,2,2,"[[0.46502167 0.3335756  0.0426157  0.03229403 0.01215271 0.044907
  0.00484941 0.00389878 0.00241343 0.00081636 0.0025714  0.05488389]]","[[0.0000004  0.7957537  0.00607198 0.00407435 0.11501305 0.00822379
  0.00006625 0.00060248 0.01889344 0.00028148 0.00387905 0.04714013]]"
"[""i've"", 'had my fair share of modern japanese and this spot delivers",food,1,0,1,2,"[[0.4950485  0.3183784  0.01863219 0.01075899 0.00163494 0.01341304
  0.00136955 0.00441896 0.00110849 0.00059188 0.00197034 0.13267477]]","[[0.10885371 0.31446272 0.01527428 0.01093159 0.01880736 0.0092825
  0.0050406  0.00492834 0.15631181 0.0328701  0.09260989 0.23062703]]"
"[""i've"", 'had my fair share of modern japanese and this spot delivers",location,0,0,2,2,"[[0.07098498 0.07399659 0.03326333 0.06784502 0.04405582 0.4807935
  0.15930586 0.03794177 0.01436759 0.00174436 0.00198277 0.0137184 ]]","[[0.00410727 0.014778   0.00597301 0.00409602 0.02398025 0.02409147
  0.33804676 0.39437756 0.01299568 0.04427142 0.06336514 0.06991741]]"
"[""i've"", 'had my fair share of modern japanese and this spot delivers",restaurant,0,1,2,1,"[[0.6931777  0.24043874 0.02440771 0.01513416 0.00291682 0.01691817
  0.0030257  0.00040097 0.00011986 0.00003558 0.00010899 0.00331563]]","[[0.04977445 0.08282464 0.03773289 0.03616946 0.0669884  0.08698048
  0.1173237  0.12718517 0.06546137 0.07211158 0.10945584 0.14799194]]"
"[""i've"", 'had my fair share of modern japanese and this spot delivers",service,0,0,2,2,"[[0.37717995 0.48104274 0.02428794 0.01558727 0.00428893 0.01026928
  0.00133396 0.00437916 0.00342204 0.00057394 0.00177597 0.07585882]]","[[0.00002332 0.99997246 0.00000001 0.         0.         0.
  0.         0.         0.00000375 0.00000007 0.00000006 0.00000021]]"
the atmosphere was pretty nice but had a bit lacking which it tries to make up for with a crazy scheme of mirrors,ambience,1,1,-1,-1,"[[0.0003031  0.9995423  0.00011724 0.00001981 0.00001202 0.00000059
  0.00000007 0.00000013 0.00000014 0.00000018 0.00000004 0.00000001
  0.00000006 0.00000001 0.00000001 0.00000002 0.00000001 0.00000008
  0.00000006 0.00000012 0.00000012 0.0000002  0.00000367]]","[[0.9878022  0.00555367 0.00238554 0.00150706 0.00196359 0.00073841
  0.00001945 0.00000223 0.00000067 0.00000031 0.00000004 0.00000017
  0.00000002 0.00000002 0.         0.00000002 0.00000002 0.00000002
  0.00000042 0.00000047 0.00000014 0.0000028  0.00002254]]"
the atmosphere was pretty nice but had a bit lacking which it tries to make up for with a crazy scheme of mirrors,drinks,0,0,2,2,"[[0.29631212 0.601136   0.03543766 0.0019001  0.001098   0.0008959
  0.0029415  0.00161113 0.00142823 0.00369481 0.00141407 0.00058014
  0.00866009 0.00171304 0.00478741 0.00310737 0.00246506 0.00229197
  0.0023722  0.00199788 0.00250347 0.00904022 0.0126116 ]]","[[0.00178876 0.         0.00435273 0.00000486 0.00014214 0.00001133
  0.00041776 0.00000239 0.00005464 0.00128743 0.00173437 0.00009137
  0.03267352 0.00526152 0.8793429  0.01219407 0.01879506 0.04149159
  0.00002989 0.00000522 0.00031643 0.00000202 0.00000002]]"
the atmosphere was pretty nice but had a bit lacking which it tries to make up for with a crazy scheme of mirrors,food,0,0,2,2,"[[0.34573072 0.61533564 0.02834771 0.00112766 0.00023503 0.00030747
  0.00171908 0.00068347 0.00035858 0.00144986 0.00035613 0.00013647
  0.00134476 0.0002074  0.00051376 0.00022195 0.00015025 0.00013814
  0.00009075 0.00008367 0.00011925 0.00075946 0.0005828 ]]","[[0.8362988  0.00238465 0.10976046 0.00473034 0.01310225 0.01443774
  0.00977852 0.00048735 0.00074112 0.00193134 0.00058882 0.00051585
  0.00086595 0.00076583 0.00096704 0.00069805 0.00083019 0.00039014
  0.00018588 0.00011682 0.00014982 0.0001459  0.00012722]]"
the atmosphere was pretty nice but had a bit lacking which it tries to make up for with a crazy scheme of mirrors,location,0,0,2,2,"[[0.05481848 0.9283974  0.0087703  0.0010165  0.00059608 0.00018677
  0.00032332 0.00036287 0.00015091 0.000567   0.0002121  0.00005906
  0.00097405 0.00021954 0.00042807 0.00045026 0.00035333 0.00091072
  0.00051966 0.00018433 0.00022224 0.00020846 0.00006852]]","[[0.9992964  0.00009042 0.00023888 0.00009916 0.00014122 0.00002352
  0.00000129 0.00000023 0.00000011 0.00000009 0.00000043 0.00000031
  0.00000016 0.0000007  0.00000035 0.00000087 0.00000073 0.00000273
  0.00001675 0.00000704 0.00001133 0.00003449 0.00003279]]"
the atmosphere was pretty nice but had a bit lacking which it tries to make up for with a crazy scheme of mirrors,restaurant,0,0,2,2,"[[0.07736281 0.91973054 0.00279752 0.00007127 0.00001599 0.00000323
  0.00000376 0.00000259 0.00000094 0.0000034  0.00000086 0.00000017
  0.0000029  0.00000039 0.00000057 0.00000047 0.00000032 0.00000045
  0.00000026 0.00000013 0.00000024 0.0000005  0.00000069]]","[[0.99534637 0.00012932 0.00235893 0.00069042 0.00106682 0.00028318
  0.00004144 0.00000323 0.00000235 0.00000376 0.00000354 0.00000327
  0.00000236 0.00000479 0.00000325 0.00000559 0.00000582 0.00000522
  0.00001079 0.00000776 0.0000063  0.00000765 0.00000789]]"
the atmosphere was pretty nice but had a bit lacking which it tries to make up for with a crazy scheme of mirrors,service,0,0,2,2,"[[0.27958974 0.5861207  0.07855613 0.00172838 0.0018693  0.00123636
  0.01203363 0.00242285 0.00060564 0.00214396 0.00058577 0.00020767
  0.01937682 0.00228876 0.00265107 0.00215604 0.00100888 0.00139739
  0.00071362 0.00024361 0.00109158 0.00120268 0.00076937]]","[[0.00892838 0.9861557  0.00034948 0.00011974 0.00008027 0.00051297
  0.00056291 0.00020099 0.00022904 0.00042214 0.00017128 0.00128071
  0.00034991 0.00028784 0.00003983 0.00017885 0.00012037 0.00000166
  0.00000103 0.00000091 0.00000019 0.00000066 0.00000499]]"
"if', ""you're"", 'into being lost when', ""you're"", 'just five feet from your table then hey', ""that's"", 'a good thing",ambience,1,0,-1,2,"[[0.00110146 0.00353873 0.02687911 0.00225417 0.00048869 0.00164359
  0.00238454 0.00090555 0.00117137 0.0358949  0.00239406 0.00826289
  0.85575205 0.0341091  0.01484236 0.00448852 0.00081761 0.0006502
  0.00242111]]","[[0.00186909 0.00065019 0.00052515 0.00029607 0.0001223  0.0004833
  0.00029077 0.00101136 0.00057303 0.00110054 0.00960175 0.15434894
  0.81773406 0.00045069 0.00304199 0.00260817 0.0019122  0.00202477
  0.00135545]]"
"if', ""you're"", 'into being lost when', ""you're"", 'just five feet from your table then hey', ""that's"", 'a good thing",drinks,0,0,2,2,"[[0.10534146 0.04129923 0.06720875 0.01467077 0.00950753 0.02331238
  0.01731285 0.00824208 0.06540437 0.14128566 0.02091555 0.01255306
  0.32774225 0.0858201  0.04918127 0.00410127 0.00064186 0.00092418
  0.00453537]]","[[0.0000049  0.00017107 0.00040574 0.00006627 0.0166309  0.00011157
  0.00281761 0.00059875 0.01354992 0.41373563 0.49279952 0.05838634
  0.         0.0006875  0.00000731 0.00000323 0.00000104 0.00000102
  0.00002162]]"
"if', ""you're"", 'into being lost when', ""you're"", 'just five feet from your table then hey', ""that's"", 'a good thing",food,0,0,2,2,"[[0.0723643  0.02229336 0.09548887 0.02149658 0.0136314  0.0168865
  0.00726055 0.00692038 0.05752627 0.49427286 0.04881199 0.00416187
  0.03895475 0.04591199 0.01280646 0.00869984 0.00128107 0.00304363
  0.02818734]]","[[0.00863749 0.03470047 0.01521977 0.00784863 0.0189603  0.00611723
  0.01207947 0.0053487  0.01112523 0.00579761 0.02244413 0.00757091
  0.01542995 0.00955405 0.06343866 0.12658958 0.11179528 0.21431822
  0.30302432]]"
"if', ""you're"", 'into being lost when', ""you're"", 'just five feet from your table then hey', ""that's"", 'a good thing",location,0,0,2,2,"[[0.00349939 0.00460319 0.03404248 0.00728514 0.005356   0.02221828
  0.00990526 0.00941745 0.04037959 0.34079134 0.05740837 0.04370774
  0.32174954 0.06615602 0.02740416 0.00453565 0.00078829 0.00030453
  0.00044757]]","[[0.00007556 0.0001957  0.00021534 0.00005953 0.00024607 0.00008225
  0.00021235 0.0003893  0.00109715 0.00015972 0.09943251 0.20752153
  0.68918324 0.00015102 0.00022691 0.0001858  0.00017309 0.00012355
  0.0002694 ]]"
"if', ""you're"", 'into being lost when', ""you're"", 'just five feet from your table then hey', ""that's"", 'a good thing",restaurant,0,0,2,1,"[[0.23006223 0.1525988  0.4180125  0.02960534 0.00709497 0.01383903
  0.00997325 0.00281451 0.01194088 0.08075923 0.00751774 0.00242981
  0.02888919 0.00335998 0.0007575  0.00023198 0.00002642 0.00001367
  0.00007297]]","[[0.01415556 0.03679029 0.00772669 0.00712252 0.01302202 0.01216441
  0.01621513 0.0061112  0.00883683 0.02381901 0.04834997 0.10336981
  0.12582766 0.00838956 0.06589838 0.09723429 0.11178835 0.15253226
  0.14064604]]"
"if', ""you're"", 'into being lost when', ""you're"", 'just five feet from your table then hey', ""that's"", 'a good thing",service,0,0,2,2,"[[0.36685348 0.0640815  0.05042479 0.02753099 0.02442824 0.07410549
  0.01173761 0.0068968  0.02564083 0.15044723 0.01982454 0.02843311
  0.04949407 0.05673107 0.03734593 0.00266723 0.00078987 0.0007472
  0.00182   ]]","[[0.36703184 0.01029277 0.02231579 0.03518053 0.0575268  0.14310874
  0.09526765 0.03211042 0.04822075 0.05736911 0.05549606 0.01895619
  0.02793338 0.02737343 0.00062999 0.00043381 0.00023979 0.00028689
  0.00022598]]"
despite the confusing mirrors this will likely be my go-to for modern japanese food for the foreseeable future,ambience,1,0,-1,2,"[[0.00582757 0.0640549  0.1363554  0.7707979  0.00081994 0.00016352
  0.00004319 0.00003048 0.00002058 0.00019865 0.00023234 0.01823887
  0.00040963 0.001274   0.00017849 0.00086525 0.00035881 0.00013047]]","[[0.00170899 0.11422814 0.15063304 0.7301251  0.00017665 0.00014341
  0.00011676 0.00005164 0.00017014 0.00003726 0.00005059 0.00032629
  0.00012912 0.00003827 0.00008419 0.0007878  0.00094305 0.00024944]]"
despite the confusing mirrors this will likely be my go-to for modern japanese food for the foreseeable future,drinks,0,0,2,2,"[[0.1035777  0.5527309  0.15043245 0.096181   0.00079532 0.00128247
  0.00082731 0.00052645 0.00037207 0.00441635 0.00308756 0.00226447
  0.00376016 0.05594482 0.00686038 0.0135182  0.00247396 0.00094841]]","[[0.00949564 0.0000007  0.0020208  0.01516164 0.00037479 0.00054059
  0.00042645 0.01143736 0.03026423 0.39245647 0.37434247 0.0072393
  0.00644161 0.14256188 0.00669653 0.0001042  0.00004209 0.00039324]]"
despite the confusing mirrors this will likely be my go-to for modern japanese food for the foreseeable future,food,1,1,1,1,"[[0.00777199 0.04744667 0.0089187  0.00143068 0.00008657 0.00005331
  0.00006262 0.00007261 0.0000338  0.00128154 0.00075734 0.00082954
  0.00802235 0.9169727  0.0015462  0.00402001 0.00048495 0.00020845]]","[[0.00009948 0.00067344 0.00043799 0.00023239 0.00002883 0.0000337
  0.00004116 0.000021   0.00025645 0.00062913 0.02860715 0.3291971
  0.57990175 0.04889545 0.01021284 0.00026411 0.00010202 0.00036604]]"
despite the confusing mirrors this will likely be my go-to for modern japanese food for the foreseeable future,location,0,0,2,2,"[[0.02188339 0.31128964 0.15598369 0.12388459 0.00133198 0.00088052
  0.00058152 0.00056376 0.0003992  0.01077236 0.00767462 0.02338973
  0.01239303 0.28894824 0.01220421 0.02691762 0.00079986 0.00010206]]","[[0.02469748 0.12112418 0.40864658 0.38252407 0.00163852 0.00148203
  0.00090659 0.00135296 0.00684014 0.0042353  0.00694022 0.00895825
  0.0033929  0.00321008 0.00391542 0.01090028 0.00502708 0.00420789]]"
despite the confusing mirrors this will likely be my go-to for modern japanese food for the foreseeable future,restaurant,0,1,2,1,"[[0.08154352 0.67698103 0.16825294 0.0711867  0.00017074 0.00004368
  0.00001913 0.00000838 0.00000343 0.00006995 0.00002717 0.00008211
  0.00004191 0.0013919  0.00003166 0.00012367 0.00001523 0.00000687]]","[[0.00923659 0.01539141 0.03682758 0.031721   0.0021534  0.0020826
  0.00191012 0.00305894 0.0249822  0.02981129 0.1075601  0.15196584
  0.1099844  0.25263467 0.11158964 0.03353047 0.0243445  0.05121529]]"
despite the confusing mirrors this will likely be my go-to for modern japanese food for the foreseeable future,service,0,0,2,2,"[[0.20434497 0.47561672 0.20090163 0.02608467 0.00033768 0.00081937
  0.00025906 0.00022049 0.0001561  0.00112078 0.00071763 0.00046494
  0.00351619 0.04595897 0.0114527  0.0248271  0.00234381 0.0008572 ]]","[[0.00151175 0.9670865  0.01793201 0.00734873 0.00012278 0.00015945
  0.00016015 0.00004505 0.00030534 0.0001096  0.00026166 0.0007799
  0.00219419 0.00059594 0.00035997 0.00047431 0.00035032 0.0002022 ]]"
indo chinese food pretty good,ambience,0,0,2,2,[[0.0289692  0.01934966 0.67185843 0.16679662 0.11302607]],[[0.00005708 0.00000202 0.9998381  0.00008581 0.0000169 ]]
indo chinese food pretty good,drinks,0,0,2,2,[[0.02964036 0.01626894 0.89947844 0.0242643  0.03034797]],[[0.02383168 0.02156379 0.00000006 0.04184949 0.91275495]]
indo chinese food pretty good,food,1,1,1,1,[[0.00304423 0.00697571 0.9879267  0.00092097 0.00113238]],[[0.03958232 0.8215941  0.0297477  0.02327375 0.08580206]]
indo chinese food pretty good,location,0,0,2,2,[[0.00862381 0.01328985 0.93716025 0.02555642 0.01536965]],[[0.00761166 0.00036218 0.9804796  0.00674755 0.00479901]]
indo chinese food pretty good,restaurant,0,0,2,2,[[0.02151565 0.0109776  0.9575378  0.0062884  0.00368059]],[[0.16520998 0.14658955 0.0008534  0.15129662 0.53605044]]
indo chinese food pretty good,service,0,0,2,2,[[0.05451559 0.02878616 0.8197686  0.03959089 0.05733874]],[[0.00004768 0.00002876 0.99988246 0.00002709 0.00001403]]
not a very fancy place but very good chinese style indian food,ambience,1,0,0,2,"[[0.00251605 0.01181079 0.02163962 0.2629381  0.16442874 0.02642537
  0.00998993 0.00635246 0.01210978 0.37572125 0.03393103 0.07213686]]","[[0.00000238 0.00001062 0.00059223 0.00002839 0.00000675 0.00001105
  0.00003295 0.00000288 0.00000283 0.99930906 0.00000068 0.00000007]]"
