content,aspect,t_aspect,p_aspect,t_emotion,p_emotion,aspect_attention,emotion_attention
and  the  best  summertime  deck  experience--they  will  even  bring  you  a  blanket  if  you  get  cold  in  the  seattle  evening  weather,food,0,0,2,2,"0.03381632 0.15925908 0.4181529  0.07276491 0.01850515 0.0376
  0.01519735 0.00381422 0.01516598 0.00579672 0.00281058 0.08066158
  0.01956597 0.00526386 0.00302201 0.08460598 0.00855392 0.0044363
  0.01021548 0.00061685 0.00017484]]","0.00226198 0.14242232 0.00304952 0.12994342 0.70947206 0.00382201
  0.00082612 0.00040445 0.00258342 0.0003105  0.00181626 0.00151496
  0.00007929 0.00006405 0.00014982 0.00058205 0.00005813 0.00019856
  0.00023997 0.00009254 0.00010847]]"
and  the  best  summertime  deck  experience--they  will  even  bring  you  a  blanket  if  you  get  cold  in  the  seattle  evening  weather,location,0,0,2,2,"0.00526095 0.02005587 0.04973353 0.06558874 0.34449297 0.04270202
  0.00931476 0.00400158 0.01995713 0.03114797 0.00778185 0.08474689
  0.06285632 0.05316025 0.01580491 0.04057756 0.0117982  0.00911302
  0.11684959 0.00355131 0.00150458]]","0.00186899 0.30583414 0.55640686 0.10041066 0.01381269 0.00254034
  0.00052706 0.00027294 0.00325318 0.00110374 0.00265143 0.00176248
  0.00180501 0.00222938 0.00145071 0.00125137 0.00018553 0.00039302
  0.00125251 0.00005815 0.00092986]]"
and  the  best  summertime  deck  experience--they  will  even  bring  you  a  blanket  if  you  get  cold  in  the  seattle  evening  weather,restaurant,0,0,2,2,"0.0014221  0.01007511 0.05660592 0.27429438 0.36104864 0.07816867
  0.01992295 0.0031472  0.01624901 0.01247138 0.00416863 0.09119846
  0.02216923 0.00563845 0.00207691 0.02619965 0.00221686 0.00090121
  0.0106666  0.001105   0.00025366]]","0.00065207 0.12365113 0.4265918  0.41918123 0.0043809  0.00309712
  0.00079049 0.00037868 0.0046419  0.00057268 0.00137665 0.00134208
  0.00093637 0.00056385 0.00167219 0.00832219 0.00021337 0.0003159
  0.00081299 0.00015241 0.00035405]]"
and  the  best  summertime  deck  experience--they  will  even  bring  you  a  blanket  if  you  get  cold  in  the  seattle  evening  weather,service,1,0,1,2,"0.01147531 0.0302379  0.04557199 0.01341001 0.13743356 0.02757266
  0.00625618 0.00547689 0.03812926 0.05378984 0.01405959 0.09250271
  0.08809382 0.07246481 0.01875042 0.21620505 0.010981   0.01842726
  0.09480118 0.00390463 0.00045592]]","0.0210225  0.19003129 0.26031053 0.11642271 0.1302066  0.01223073
  0.00293519 0.00493697 0.01993788 0.00899247 0.01908887 0.01852542
  0.02603741 0.03892449 0.06543312 0.00555041 0.00783956 0.00714722
  0.00885363 0.00308602 0.03248691]]"
a  perfect  place  to  take  out  of  town  guests  any  time  of  the  year,ambience,0,0,2,2,"0.01436055 0.32359248 0.45293975 0.12540595 0.02915    0.00923155
  0.00307453 0.0036319  0.03708759 0.00077555 0.00040154 0.00005322
  0.0001297  0.00016568]]","0.06571788 0.7480408  0.00093571 0.01861745 0.01819237 0.00683548
  0.03530452 0.05942458 0.04677245 0.0000284  0.00008581 0.00000641
  0.00002379 0.00001446]]"
a  perfect  place  to  take  out  of  town  guests  any  time  of  the  year,drinks,0,0,2,2,"0.05464479 0.43759525 0.3407935  0.08327335 0.04204197 0.0166187
  0.00591329 0.00422563 0.00500195 0.00215728 0.00321537 0.00038775
  0.00092544 0.00320571]]","0.00419017 0.         0.7898176  0.00243466 0.18477248 0.00400302
  0.00729299 0.00173955 0.00566726 0.00000391 0.0000777  0.00000051
  0.00000007 0.00000016]]"
a  perfect  place  to  take  out  of  town  guests  any  time  of  the  year,food,0,0,2,2,"0.2819289  0.4277113  0.26860505 0.01327048 0.00437538 0.00105498
  0.00045687 0.00039188 0.00027026 0.00028438 0.00072092 0.0001138
  0.00035288 0.00046293]]","0.24394776 0.00007285 0.7331381  0.00299244 0.01658882 0.00065811
  0.00048391 0.00085602 0.00081755 0.00007825 0.00018602 0.00004303
  0.00007999 0.00005704]]"
a  perfect  place  to  take  out  of  town  guests  any  time  of  the  year,location,0,0,2,2,"0.01999047 0.07839099 0.32976678 0.08842123 0.04743336 0.02470084
  0.01808467 0.27860174 0.09379738 0.00871194 0.00691482 0.00126608
  0.00272056 0.00119916]]","0.06549345 0.1545951  0.01591923 0.0145136  0.01920417 0.0098756
  0.04091832 0.47379604 0.20298995 0.00115973 0.00110053 0.00007809
  0.00021697 0.00013924]]"
a  perfect  place  to  take  out  of  town  guests  any  time  of  the  year,restaurant,1,1,1,1,"0.02832101 0.26521122 0.4901279  0.0560977  0.02737773 0.01264849
  0.00373093 0.03967708 0.05538869 0.00578437 0.00835506 0.00083681
  0.00213426 0.00430873]]","0.08283507 0.5978981  0.02599647 0.00163322 0.00389024 0.00053795
  0.00612041 0.23817529 0.0382619  0.00290474 0.00070279 0.00024857
  0.00056159 0.00023367]]"
a  perfect  place  to  take  out  of  town  guests  any  time  of  the  year,service,0,0,2,2,"0.12554711 0.12188944 0.23926361 0.07188682 0.04190296 0.02022088
  0.03637894 0.11883485 0.1846146  0.01257792 0.01566383 0.00325637
  0.00574975 0.00221292]]","0.08890451 0.15352015 0.00063659 0.02007029 0.02492017 0.02007952
  0.07779704 0.33696273 0.27529937 0.00056322 0.00097168 0.00012399
  0.00005747 0.00009323]]"
endless  fun  awesome  music  great  staff,ambience,1,1,1,1,0.00425672 0.00727621 0.0123299  0.966753   0.00598495 0.00339921]],0.00165696 0.50679886 0.410481   0.06706711 0.00000605 0.01398995]]
endless  fun  awesome  music  great  staff,drinks,0,0,2,2,0.2558314  0.04476722 0.17637128 0.35917583 0.11234044 0.05151385]],0.00113445 0.01530626 0.44074076 0.         0.0074625  0.53535604]]
endless  fun  awesome  music  great  staff,food,0,0,2,2,0.81011623 0.03988701 0.05986499 0.02985582 0.03787819 0.02239772]],0.00365804 0.03284576 0.31684843 0.2925905  0.08514642 0.26891077]]
endless  fun  awesome  music  great  staff,location,0,0,2,2,0.15027481 0.01336429 0.01866821 0.06640852 0.06831791 0.68296623]],0.19865005 0.00120712 0.00514591 0.01266804 0.5974752  0.18485372]]
endless  fun  awesome  music  great  staff,restaurant,1,1,1,1,0.10734373 0.01812283 0.03412008 0.11014342 0.09386712 0.63640285]],0.17905764 0.00070911 0.00346022 0.00958838 0.33728525 0.46989945]]
endless  fun  awesome  music  great  staff,service,1,1,1,1,0.00538302 0.00043842 0.001669   0.0034224  0.00589487 0.98319227]],0.08424161 0.00001331 0.00009248 0.00143695 0.89924973 0.01496589]]
by  far  the  best  bar  in  the  east  village,ambience,0,0,2,2,"0.00555928 0.0025399  0.00913092 0.03438349 0.85928226 0.03187182
  0.01042298 0.0309622  0.01584715]]","0.01867156 0.00072219 0.46205974 0.47277635 0.00302974 0.03592972
  0.00190435 0.00133765 0.00356864]]"
by  far  the  best  bar  in  the  east  village,drinks,0,0,2,2,"0.03941222 0.04839743 0.07279741 0.320948   0.43319696 0.03202093
  0.00967924 0.03302322 0.01052455]]","0.00075666 0.00000117 0.03314304 0.96523815 0.         0.0008303
  0.00000139 0.00000259 0.00002662]]"
by  far  the  best  bar  in  the  east  village,food,0,0,2,2,"0.22769621 0.14580794 0.12194669 0.2765623  0.03119353 0.03436615
  0.01217492 0.10070713 0.04954513]]","0.02729827 0.00616245 0.14366859 0.00119491 0.3439217  0.08448648
  0.05164128 0.23076206 0.11086417]]"
by  far  the  best  bar  in  the  east  village,location,0,0,2,1,"0.00296818 0.00120429 0.00272033 0.01358417 0.27389723 0.01027168
  0.00732827 0.49423122 0.19379464]]","0.03695472 0.00419103 0.18973607 0.36925212 0.06967738 0.17160162
  0.04410496 0.03934703 0.07513511]]"
by  far  the  best  bar  in  the  east  village,restaurant,1,1,1,1,"0.00218196 0.00398929 0.00707282 0.05371958 0.37929088 0.01778283
  0.00561856 0.21576037 0.31458372]]","0.01329119 0.00096147 0.14251044 0.5391216  0.02044742 0.05146302
  0.01812532 0.19631582 0.01776369]]"
by  far  the  best  bar  in  the  east  village,service,0,0,2,2,"0.02409011 0.00235725 0.0112093  0.04411235 0.5683038  0.0073757
  0.01032724 0.09314373 0.23908052]]","0.05264171 0.00366271 0.17067957 0.66308594 0.00041623 0.06881253
  0.00676338 0.02155506 0.01238281]]"
i  went  there  with  some  friends  one  night  to  play  bingo  and  watch  the  sox  game  and  it  was  a  blast,ambience,0,0,2,2,"0.01573477 0.00217105 0.0076457  0.01721887 0.01892058 0.17541566
  0.01985518 0.05969279 0.01634967 0.355719   0.00866123 0.0060234
  0.01561167 0.00685624 0.08319884 0.0714551  0.0310309  0.02266017
  0.00164257 0.00191773 0.06221888]]","0.00208588 0.15139595 0.00602942 0.08800875 0.07752196 0.18517427
  0.0295488  0.03987154 0.05379451 0.00001728 0.03788741 0.04688388
  0.16791743 0.02115192 0.01370727 0.07231977 0.00114577 0.00035934
  0.00407608 0.00059289 0.00050989]]"
i  went  there  with  some  friends  one  night  to  play  bingo  and  watch  the  sox  game  and  it  was  a  blast,drinks,0,0,2,2,"0.11563835 0.01601087 0.02445454 0.010042   0.01651617 0.07560483
  0.01945066 0.00725903 0.00346048 0.00778379 0.00426405 0.00320254
  0.02701468 0.01346167 0.17386368 0.08577178 0.03029758 0.2384593
  0.02914648 0.02053976 0.07775778]]","0.00034003 0.03166749 0.00256537 0.02964602 0.04428967 0.08355847
  0.03035328 0.02931109 0.00397807 0.10018338 0.00807483 0.01239856
  0.07619608 0.03128077 0.02065566 0.32099214 0.01375994 0.00000685
  0.13971208 0.00479928 0.01623095]]"
i  went  there  with  some  friends  one  night  to  play  bingo  and  watch  the  sox  game  and  it  was  a  blast,food,0,0,2,2,"0.22945386 0.0829432  0.04214489 0.02595962 0.02673323 0.04710408
  0.04019286 0.02463762 0.00848659 0.00712453 0.00372268 0.00224123
  0.03583034 0.01373065 0.01882698 0.05659223 0.01885595 0.1560731
  0.10172012 0.02919617 0.0284301 ]]","0.00000045 0.15337646 0.00728362 0.06574469 0.01538295 0.04865026
  0.04462633 0.09887838 0.0118359  0.2873029  0.02030226 0.00921871
  0.08683457 0.0116091  0.00278546 0.11795297 0.00179884 0.00266391
  0.00870747 0.00102703 0.00401773]]"
i  went  there  with  some  friends  one  night  to  play  bingo  and  watch  the  sox  game  and  it  was  a  blast,location,0,0,2,2,"0.00186454 0.0014534  0.00307786 0.00123479 0.00172387 0.01107843
  0.00602612 0.00637994 0.01081415 0.01989544 0.0117182  0.00541304
  0.17914161 0.05621701 0.25457305 0.22544862 0.05009514 0.06932992
  0.01147326 0.01302934 0.06001224]]","0.0002853  0.00088345 0.00074374 0.00131895 0.00189603 0.00149603
  0.00143533 0.00111187 0.00250791 0.0090842  0.00803764 0.01102098
  0.07763291 0.23125638 0.00830991 0.60532355 0.01224626 0.00563334
  0.01451461 0.00254115 0.00272056]]"
i  went  there  with  some  friends  one  night  to  play  bingo  and  watch  the  sox  game  and  it  was  a  blast,restaurant,1,1,1,1,"0.00602488 0.00710833 0.00812426 0.00228519 0.00152147 0.00404025
  0.00291786 0.00737644 0.0034311  0.00617525 0.00799034 0.00122033
  0.02645658 0.01486088 0.14553504 0.2705472  0.07995088 0.2857691
  0.0439622  0.02209051 0.05261189]]","0.0056473  0.00136961 0.00707035 0.0014098  0.00124062 0.00084207
  0.00127975 0.00145264 0.00093337 0.00071139 0.00243198 0.00155288
  0.01903151 0.14508471 0.23866652 0.08838409 0.06078887 0.35751507
  0.04049959 0.01081023 0.01327755]]"
i  went  there  with  some  friends  one  night  to  play  bingo  and  watch  the  sox  game  and  it  was  a  blast,service,0,0,2,2,"0.03319962 0.0257892  0.01223601 0.01322433 0.00943733 0.14813878
  0.02599069 0.00822737 0.00880301 0.00853711 0.01162263 0.00181541
  0.01472783 0.01251735 0.05760723 0.10833691 0.05219754 0.14625321
  0.21845172 0.03789974 0.04498697]]","0.08448912 0.06202345 0.10754753 0.23295963 0.06546954 0.09822305
  0.02335574 0.07122834 0.00576347 0.01212456 0.00742282 0.00604334
  0.01212114 0.02843004 0.0319293  0.03771046 0.04729656 0.02511889
  0.00861906 0.0101614  0.02196258]]"
every  time  0-sixtynine  is  called  the  bartender  buys  everyone  drinks,ambience,0,0,2,2,"0.00609944 0.00726068 0.01203312 0.00164821 0.00132566 0.01275128
  0.84125906 0.06462397 0.02959293 0.02340567]]","0.00516845 0.00528631 0.00544764 0.00235013 0.00172378 0.45108473
  0.20964971 0.09924499 0.06631678 0.15372749]]"
every  time  0-sixtynine  is  called  the  bartender  buys  everyone  drinks,drinks,0,0,2,2,"0.00364306 0.00380069 0.0030054  0.00119195 0.00151201 0.00500755
  0.83872575 0.10286897 0.00618845 0.03405613]]","0.00000726 0.00028219 0.00002669 0.00004478 0.00002305 0.2819771
  0.00053129 0.3898462  0.02378967 0.30347168]]"
every  time  0-sixtynine  is  called  the  bartender  buys  everyone  drinks,food,0,0,2,2,"0.47700828 0.20953196 0.09251489 0.02232431 0.02718952 0.03103276
  0.06537933 0.06734742 0.00540361 0.00226791]]","0.00049288 0.14407714 0.02712665 0.0289684  0.05075611 0.20997536
  0.38170764 0.11868021 0.02429221 0.0139234 ]]"
every  time  0-sixtynine  is  called  the  bartender  buys  everyone  drinks,location,0,0,2,2,"0.00649964 0.00458647 0.00495305 0.0011116  0.00168876 0.01137019
  0.7961303  0.14213113 0.01553009 0.01599879]]","0.00031463 0.00092313 0.00024551 0.00040355 0.00016914 0.44834492
  0.04907624 0.12619305 0.06425638 0.3100734 ]]"
every  time  0-sixtynine  is  called  the  bartender  buys  everyone  drinks,restaurant,0,0,2,2,"0.01007258 0.01391596 0.02468165 0.0049654  0.00401923 0.00811994
  0.6814638  0.23846509 0.00554306 0.00875329]]","0.00220117 0.01209373 0.00372543 0.00424275 0.00235969 0.4342328
  0.05745137 0.19773568 0.08772872 0.19822864]]"
every  time  0-sixtynine  is  called  the  bartender  buys  everyone  drinks,service,1,1,1,-1,"0.00480199 0.00475841 0.00290979 0.00053384 0.00138427 0.00463149
  0.9618288  0.01380738 0.00377145 0.00157254]]","0.00676352 0.01011935 0.00541494 0.00363862 0.00332822 0.79318726
  0.08152141 0.05470071 0.01417432 0.02715171]]"
been  there  lots  since  and  its  always  a  good  time,ambience,0,0,2,2,"0.0007129  0.00370336 0.09990894 0.02272457 0.04664143 0.13107888
  0.39027268 0.03110524 0.13785984 0.13599217]]","0.0300901  0.00572956 0.02320714 0.037696   0.16623355 0.418612
  0.03104806 0.04600801 0.04600584 0.19536957]]"
been  there  lots  since  and  its  always  a  good  time,drinks,0,0,2,2,"0.00523798 0.01558761 0.0700952  0.08137666 0.01375776 0.059901
  0.31164443 0.03753269 0.24003777 0.16482888]]","0.04410094 0.00088243 0.00245306 0.00473768 0.00699541 0.0539312
  0.00000648 0.02936422 0.245078   0.61245054]]"
been  there  lots  since  and  its  always  a  good  time,food,0,0,2,2,"0.01848924 0.02275785 0.07645406 0.40506926 0.03114936 0.11970731
  0.19825545 0.01890827 0.05747066 0.05173853]]","0.14394677 0.02868167 0.06057076 0.01441686 0.12927856 0.1331902
  0.09256035 0.0465058  0.11016569 0.24068338]]"
been  there  lots  since  and  its  always  a  good  time,location,0,0,2,2,"0.00441175 0.01517478 0.04889977 0.02319774 0.01251716 0.06004137
  0.11303358 0.03827179 0.16939847 0.51505363]]","0.03355338 0.0084105  0.01937485 0.01473875 0.03452031 0.30785707
  0.19161929 0.07442433 0.2739847  0.04151693]]"
been  there  lots  since  and  its  always  a  good  time,restaurant,1,1,1,1,"0.00105387 0.00392482 0.02595575 0.02813878 0.00868971 0.04522561
  0.21774761 0.04772631 0.17133644 0.4502011 ]]","0.01099573 0.0050836  0.00907828 0.00819146 0.02118285 0.16731338
  0.2067058  0.05700982 0.20119418 0.3132448 ]]"
been  there  lots  since  and  its  always  a  good  time,service,0,0,2,2,"0.00326325 0.00691769 0.02589541 0.05419528 0.0256115  0.07315873
  0.36963332 0.05690642 0.15093914 0.23347926]]","0.05937899 0.03231478 0.04155146 0.07380364 0.14591445 0.12736252
  0.0952796  0.09511016 0.18413904 0.14514533]]"
great  draft  and  bottle  selection  and  the  pizza  rocks,ambience,0,0,2,2,"0.00417621 0.0324211  0.05838321 0.87562996 0.02229788 0.00299162
  0.00107506 0.0007585  0.00226647]]","0.07591666 0.2989174  0.24721493 0.30298656 0.02611819 0.0244498
  0.01650755 0.00202401 0.00586487]]"
great  draft  and  bottle  selection  and  the  pizza  rocks,drinks,1,1,1,1,"0.00020223 0.0027779  0.00038956 0.99609274 0.00037496 0.00000651
  0.00000829 0.00007589 0.00007194]]","0.01385355 0.21993929 0.07778718 0.6875364  0.0006423  0.00004969
  0.00010513 0.00005042 0.00003602]]"
great  draft  and  bottle  selection  and  the  pizza  rocks,food,1,1,1,2,"0.10295493 0.10483501 0.01888346 0.14061926 0.01211494 0.00050195
  0.00153761 0.61073375 0.0078191 ]]","0.11684331 0.15830527 0.13429868 0.26974514 0.03324088 0.01281913
  0.02486605 0.15507713 0.09480441]]"
great  draft  and  bottle  selection  and  the  pizza  rocks,location,0,0,2,2,"0.01389058 0.04499969 0.02971522 0.6289051  0.14300817 0.00448141
  0.0094191  0.11614353 0.00943714]]","0.02048018 0.21051525 0.02297662 0.02135112 0.058398   0.06464913
  0.07342731 0.11778171 0.41042084]]"
great  draft  and  bottle  selection  and  the  pizza  rocks,restaurant,0,0,2,2,"0.005913   0.05951251 0.01233924 0.8639013  0.02328527 0.0002862
  0.00064601 0.03262476 0.00149171]]","0.23104414 0.18691778 0.15235753 0.39327693 0.0076413  0.00319258
  0.0044469  0.01199265 0.00913012]]"
great  draft  and  bottle  selection  and  the  pizza  rocks,service,0,0,2,2,"0.00767432 0.00954692 0.02015015 0.35162064 0.07094257 0.00615596
  0.01278418 0.4878437  0.03328156]]","0.00799034 0.09849021 0.02407937 0.11946324 0.05832331 0.08249523
  0.06723265 0.0143766  0.527549  ]]"
"definitely  has  one  of  the  best', ""jukebox's"", ""i've"", 'seen  in  a  long  long  time",ambience,1,0,1,2,"0.09689716 0.03441631 0.02270547 0.0451103  0.12455618 0.14365308
  0.3648549  0.14399816 0.00872885 0.00792631 0.00160657 0.00195992
  0.00140103 0.00218575]]","0.01183185 0.00835164 0.00879404 0.04525178 0.6174968  0.25846323
  0.03754729 0.00720236 0.00438206 0.0003647  0.00011069 0.00007201
  0.0000378  0.00009371]]"
"definitely  has  one  of  the  best', ""jukebox's"", ""i've"", 'seen  in  a  long  long  time",drinks,0,0,2,2,"0.04039277 0.02542431 0.04787671 0.0248124  0.05702766 0.26665598
  0.28064498 0.19812842 0.03006943 0.00846885 0.00343411 0.00492194
  0.00488289 0.00725955]]","0.00024912 0.00161756 0.00343005 0.0499984  0.10483407 0.8357165
  0.00000314 0.00244648 0.00136641 0.00018383 0.00002492 0.00001589
  0.00005688 0.00005666]]"
"definitely  has  one  of  the  best', ""jukebox's"", ""i've"", 'seen  in  a  long  long  time",food,0,0,2,2,"0.30989292 0.18573137 0.09553407 0.03161512 0.04551593 0.13941625
  0.09094638 0.06432533 0.01976974 0.00927851 0.00140942 0.00193291
  0.00222691 0.00240512]]","0.0106008  0.15059765 0.12480462 0.10960031 0.094881   0.21303567
  0.27057385 0.01279285 0.00714362 0.0024012  0.00107704 0.00073785
  0.00082391 0.00092966]]"
"definitely  has  one  of  the  best', ""jukebox's"", ""i've"", 'seen  in  a  long  long  time",location,0,0,2,2,"0.02042873 0.01238765 0.01749904 0.02148652 0.05231327 0.15228954
  0.3529921  0.2483433  0.06592955 0.01859664 0.00529194 0.00614763
  0.00734127 0.01895281]]","0.00374851 0.00378265 0.0046875  0.02849786 0.32972294 0.52535325
  0.04355067 0.04236685 0.01678784 0.00112322 0.00014366 0.00008142
  0.00004962 0.000104  ]]"
